opis,cena,id,vrednost_kupona,ocena,stevilo_ocen,cas_dostave,amazons_choice,produkt_sponzoriran,proizvajalec,OS,ssd,ram
Intel Juni Canyon NUC7CJYSAMN EU Mini PC L10 EU Cord,-1,B093YPTJ67,0,-1,0,-1,False,False,Intel,unknown,unknown,unknown
"STRHIGP Firewall Mini PC OPNsense Celeron J4125 Quad Core Firewall 4 LAN, DDR4 8GB RAM 128GB SSD, Gigabit Ethernet Router, SIM Slot, AES-NI Fanless Desktop Computer, HDMI, COM, 2USB3.0, 4USB2.0",353.00,B09QM69CJ8,0,4.8,13,8,False,False,STRHIGP,unknown,128,48
"Gigabyte GB-BACE-3000 (rev. 1.0) BGA 1170 1.04GHz N3000 0.69L Mini PC Black - Barebones PC/Workstation PC (BGA 1170, Intel® Celeron® 1.04GHz, N3000, 14n) m)",69.99,B01BLVFQF0,0,3.1,15,13,False,False,Intel,no OS,unknown,unknown
Apple Mac mini with Apple M1 chip (8GB RAM),677.98,B08N5Q115H,0,4.7,"1,757",2,False,False,Apple,OS X,unknown,8
"MINISFORUM Mini PC 8GB DDR4 256GB SSD with Celeron Processor J4125 Quad-Core (up to 2.7GHz) 4 x USB 3.0 Ports 2 x Gigabit Ethernet Support HDD, 4K @ 60Hz HDMI, DisplayPort Dual Band WiFi Fi BT 4. 2",229.99,B089CNZL8S,0,4.5,574,8,False,True,MINIS FORUM,unknown,256,8
"Mini PC Intel NUC8I7 (Intel Core i7 up to 4X 4.5GHz, 16GB RAM, 250GB SSD, WLAN, HDMI, Infrared, Card Reader, USB 3, Windows 10 Pro) #3530",-1,B07NNVWM5G,0,5.0,4,-1,False,False,Intel,Windows,250,16
Zotac ZBOX PI336 Pico with Windows 11 Pro,386.55,B0B6JRRR4T,0,2.0,1,8,False,False,ZOTAC,Windows,unknown,unknown
Intel NUC Mini PC Intel Celeron J4005 2 x 2.0 GHz 16 GB RAM 1000 GB HDD Bluetooth 5.0 HDMI RJ-45 USB 3.0 Windows 10 Professional,266.66,B0811Z9816,0,4.5,2,14,False,False,Intel,Windows,unknown,16
"Intel NUC NUC7CJYHN UCFF Black J4005 2 GHz - no Audio Jack, W126258032 (J4005 2 GHz - no Audio Jack - EU Plug NUC NUC7CJYHN, UCFF, Mini PC Barebone, DDR4-SDRAM, Serial IIIATA ,)",177.32,B09HL57FMV,0,-1,0,7,False,False,Intel,no OS,unknown,unknown
"HISTTON NUC Mini PC Windows 11 Pro Intel Core i9-9880H Processor 64GB RAM 1TB M.2 SSD, Supports SATA3.0 for 2.5&quot; HDD/SSD, HDMI &amp; DP Dual Output/TPC/WiFi/BT 4.2/4K Micro Desktop Cable Computer","1,430.00",B09G6SNVQG,0,4.9,14,2,False,False,Intel,Windows,unknown,64
"Intel NUC, NUC 11 Pro Windows 10 Pro Desktop Mini PC, Intel® Core i5-1135G7 4-Core, 2.4GHz-4.2GHz Turbo, 8-Thread, 8MB Cache, 16GB RAM, 256GB PCIe SSD, 28 W. Intelle. ® Iris™ Xe Graphics, NUC11PAHi5",749.99,B0B1MN8LXD,70.00,5.0,2,21,False,True,Intel,Windows,256,16
shinobee® Intel Core i7 4790 Multimedia PC - Fast Computer for Office &amp; Home Office - Calculator with 4 GHz - 32 GB RAM - 1000 GB SSD + 2 TB - DVD+RW - USB3.0 - WLAN - Windows 11 Pro | MS Office | #6956,555.00,B09XHSDRKP,0,4.0,729,13,False,False,Intel,Windows,1000,32
Intel NUC Board Element BKCMB1BB,65.69,B09MSD5KSQ,0,-1,0,-1,False,False,Intel,unknown,unknown,unknown
"Mini PC Windows 11 Pro AMD Ryzen 5 3550H Mini Computer MINISFORUM UM350 DDR4 16GB RAM 512GB PCle SSD Desktop PC Dual Band WLAN 4K HDMI/DisplayPort/USB-C 4K@60Hz, 2.5G RJ45-LAN Micro PC",361.24,B08LZ34BRC,0,4.3,273,8,False,False,MINIS FORUM,Windows,512,16
"Intel NUC 8 - NUC8I7HNKQC2 Mini PC (Intel Core i7-8809G Processor, SSD 1000GB, Radeon RX Vega M GH Graphic) Black",-1,B07J6TRW4D,0,5.0,3,-1,False,False,Intel,unknown,unknown,unknown
"Mini PC I3 Intel Core 8109U Mini PC with W11 Pro with 16GB DDR4 500GB SSD TRIGKEY Speed S Mini Computer Oficina W11 Pro, Dual HDMI 4K, WiFi 5, BT5.0, 4 x USB 3.0, Zoom, Ms Office. Netfilx",429.00,B09PNGVCVY,50.00,4.3,36,9,False,True,Intel,Windows,500,16
Intel NUC 9 Pro Kit with 9th Generation Intel Core Processors NUC9VXQNX W/US Cable,"2,013.71",B086LFB22V,0,5.0,7,-1,False,False,Intel,unknown,unknown,unknown
Intel Compatible NUC Kit BNUC11TNHI30002 Core i3 Tiger Canyon,387.90,B08VH8617Y,0,-1,0,13,False,False,Intel,unknown,unknown,unknown
"Mini PC Windows 11 Pro Core i9-10880H/10885H, Mini Computer Dual LAN, 32GB DDR4 RAM 512GB M.2 NVME SSD, Micro PC USB3.0 HDMI DP, Office PC Dual Band WiFi BT 4.2 QIKEMALL","1,199.99",B095X2DTY5,69.00,-1,0,9,False,False,unknown,Windows,512,32
"Mini PC Windows 11 Pro with Intel Core i5-11320H Desktop PC Minisforum DeskMini TH50 16GB RAM 512G PCle SSD Mini Computer, Triple HDMI/USB 4 / Display Video Output, Dual LAN 2.5G Micro PC",579.99,B09WPF187D,60.00,4.1,46,9,False,True,Intel,Windows,unknown,16
"Intel NUC 11 Essential Windows 11, Atlas Canyon Celeron N5105, 4 Cores, 4 Threads, 2.9 GHz, 4MB Level 3 Cache, 46W TDP, Intel UHD Graphics",309.99,B0B8HWXN8F,30.00,4.4,14,8,False,True,Intel,Windows,unknown,unknown
"Intel NUC, NUC 11 Pro Windows 10 Pro Desktop Mini PC, Intel® Core i5-1135G7 4-Core, 2.4GHz-4.2GHz Turbo, 8-Thread, 8MB Cache, 16GB RAM, 256GB PCIe SSD, 28 W. Intelle. ® Iris™ Xe Graphics, NUC11PAHi5",749.99,B0B1MN8LXD,70.00,5.0,2,21,False,True,Intel,Windows,256,16
Mini PC Intel NUC - i7 Intel Core - 32GB RAM - 1000GB SSD - Windows 10 Pro - Microsoft Office 2016 Pro,"1,078.62",B07S8V8LF6,0,5.0,3,14,False,False,Intel,Windows,1000,32
Intel NUC BOXNUC7I3BNH Barebone Construction Kit,-1,B01N6SG8DP,0,4.5,144,-1,False,False,Intel,no OS,unknown,unknown
"HP EliteDesk 800 G1 SFF Black Desktop PC, Intel Quad Core i5-4570 3.20GHz, 8GB RAM, 128GB SDD with Windows 10 Pro (Certified Refurbished)",-1,B077P8VP99,0,4.3,50,-1,False,False,Intel,Windows,unknown,8
"Mini Desktop Computer Fanless Industrial PC Quad Core Whisky Lake DDR4 M.2 SSD UHD 4K @60Hz, WiFi, LAN, HDMI 2.0, EDP 1.4, TPC, LVDS, SIM, TPM Interface, USB 3.0, RS232/485, Win10",539.00,B083DVFBWW,0,5.0,2,27,False,False,unknown,Windows,unknown,unknown
"MINISFORUM Mini PC 8GB DDR4 256GB SSD with Celeron Processor J4125 Quad-Core (up to 2.7GHz) 4 x USB 3.0 Ports 2 x Gigabit Ethernet Support HDD, 4K @ 60Hz HDMI, DisplayPort Dual Band WiFi Fi BT 4. 2",229.99,B089CNZL8S,0,4.5,574,8,False,True,MINIS FORUM,unknown,256,8
INTEL NUC 8 Pro BKNUC8I3PNH 999KTR,383.61,B08CNN73V1,0,4.0,1,15,False,False,Intel,unknown,unknown,unknown
"Mini PC Intel NUC, i5 Intel Core, 8 GB RAM, 250 GB SSD, Windows 10 Pro",588.00,B07RVMW41W,0,4.2,9,-1,False,False,Intel,Windows,250,8
"Mini PC Windows 11 Pro, 8GB LPDDR4 128GB M.2 SATA SSD Celeron J4125 (up to 2.70 GHz), Mini Desktop Computer UHD 4K @ 60Hz USB Dual WiFi BT4.2, Gigabit Ethernet, Triple Display Monitor micro home off. ice PC",209.89,B09FNWK4YV,55.00,4.5,273,8,False,False,unknown,Windows,128,unknown
"Intel NUC Mini PC Intel Core i5-10210U [10th Gen.] - 16GB RAM - 512GB HDD - HDMI, Thunderbolt, 3X USB 3.2 Type A, 2X USB 3.2 Type C, LAN - Win 10 Pro",619.97,B09BD9Q7HY,0,-1,0,14,False,False,Intel,Windows,unknown,16
Akasa Newton S7D | Designed for Intel 7th Gen NUC (Dawson Canyon) | PC Aluminium Case | Fanless CPU Cooling | Supports 2.5&quot; SSD HDD and VESA Mounting | A-NUC38-M1B,119.00,B079YXZTQM,0,-1,0,8,False,False,Intel,unknown,unknown,unknown
"Intel NUC, NUC 10 i5, Intel® Core™ i5-10210U Mini PC, NUC10i5FNHN Barebone, up to 4.2 GHz, 4 cores, 8 threads, no OS",529.99,B0B1MN8WX5,0,4.8,8,21,False,True,Intel,no OS,unknown,unknown
Mini PC - NUC 11H Pro - Core i5 1135G7 - RAM: 16GB - SSD: 1000GB - USB 3 - Windows 11 Pro,829.00,B07S28PX1F,0,5.0,3,13,False,False,unknown,Windows,1000,
"MeLE Quieter 3Q Mini PC Celeron N5105 8GB DDR4 256GB Windows 11 Pro Mini Desktop Computer NVMe M.2 2280 SSD, Fanless Desktop Micro PC Supports 4K, 2.4/5.8 WiFi 6.0, Gigabit Eth. ernet, BT5 .2",349.99,B09XB3WL91,40.00,4.5,374,24,False,False,MeLE,Windows,unknown,58
Intel NUC BKNUC8V5PNH PC/Workstation Barebone 0.69 L Size PC Black BGA 1528 i5-8365U 1.6 GHz,508.27,B08CNN1JB6,0,5.0,1,14,False,False,Intel,no OS,unknown,unknown
Intel Tiger Canyon NUC11TNHI50L Barebone L6 without Cord,556.88,B08VH82FYP,0,3.8,4,14,False,False,Intel,no OS,unknown,unknown
"MINIS FORUM JB95 Mini PC, Intel Celeron Silver N5095 Processor Quad-Core CPU 8 GB / 128GB SSD Mini Desktop Computer with Windows 10, HDMI/DP/USB C Connector, USB 3.0×2, USB 3.1×2",239.00,B089CZ4QC6,34.00,4.2,358,8,False,True,Intel,Windows,128,unknown
iiyama SPC51001BC-1 Modular Intel® i5 OPS Slot PC with Windows® 10 IoT Enterprise for Large Format Displays of the iiyama TExx02MIS / TExx04MIS Series,865.99,B0B5Z46RTQ,0,-1,0,24,False,False,Intel,Windows,unknown,unknown
Lenovo ThinkCentre M900 Tiny Mini PC | Intel Cores i7-6700T 2.8GHz | 8GB RAM | SSD 240GB | Display Port | Wifi | Windows 10 Pro (Refurbished),343.00,B09BCPC6G2,0,4.0,45,27,False,False,Intel,Windows,unknown,8
"Mini PC Beelink Mini-S with 11th gen Celeron N5095 (up to 2.9 GHz) 8GB DDR4 128GB SSD Mini Desktop Computer Support Win 11, Dual HDMI, WiFi 5, 4K, Gigabit Ethernet",249.99,B094VM2ZJM,0,4.2,132,8,False,False,Beelink,Windows,128,8
"Mini PC I5-8279 Intel Core Mini PC W11 Pro with 16GB DDR4 500GB M.2 NVME SSD TRIGKEY S8 Mini Computer W11, Mini Desktop Gaming PC WiFi 5, Mini PC Gaming Suitable for Zoom, LOL, GTA Online",499.00,B09PNDV5MM,76.00,4.3,36,9,False,True,Intel,Windows,500,16
"Intel NUC 11 Essential Windows 11, Atlas Canyon Celeron N5105, 4 Cores, 4 Threads, 2.9 GHz, 4MB Level 3 Cache, 46W TDP, Intel UHD Graphics",309.99,B0B8HWXN8F,30.00,4.4,14,8,False,True,Intel,Windows,unknown,unknown
"GEEKOM Mini IT8 i5-8279U (up to 4.1 GHz) Mini PC, Windows 11 Pro Mini PC, 16 GB DDR4 RAM 512 GB SSD Mini Desktop PC, Mini Computer 4K @ 60Hz | Supports 4 Displays | 2.4/5GWiFi | BT Home/B. Office small PC",499.99,B0B1DV81FY,70.00,4.6,157,21,False,True,GEEKOM,Windows,512,16
"Mini PC Windows 11 Pro, 8GB DDR4 256GB M.2 SSD, Intel 11th Gen 4 Cores N5105 (up to 2.9GHz) Desktop PC, 1* HDMI and 1* VGA Dual Display 4K @60Hz Outputs, Dual WiFi, USB 3.0 Business Off. ice PC",299.99,B09K78FR4J,0,4.2,171,8,False,False,Intel,Windows,256,8
"CHUWI Mini PC LarkBox X, AMD Ryzen™7 3750H Processor up to 4GHz, 8GB DDR4 256GB SSD Mini Desktop Computer with Windows 11 OS, HDMI, DP and Type-C Connection, RJ45-LAN, WiFi 6, BT5.2, M.2 Plug Space, USB 3. 1 x 4",399.00,B00OKAHH8O,30.00,4.3,254,8,False,False,Chuwi,Windows,256,8
INTEL NUC Barebone BOXNUC7PJYHN No Cord,219.04,B093Z4WJ31,0,4.0,1,9,False,False,Intel,no OS,unknown,unknown
Intel Next Unit of Computing Kit 10 Performance,-1,B08P4J6GYB,0,-1,0,-1,False,False,Intel,unknown,unknown,unknown
"Intel NUC, NUC 10 i5, Intel® Core™ i5-10210U Mini PC, NUC10i5FNHN Barebone, up to 4.2 GHz, 4 cores, 8 threads, no OS",529.99,B0B1MN8WX5,0,4.8,8,21,False,True,Intel,no OS,unknown,unknown
"Intel NUC Mini PC Intel Core i5-10210U [10th Gen.] - 16GB RAM - 512GB SSD - HDMI, Thunderbolt, 3X USB 3.2 Type A, 2X USB 3.2 Type C, LAN - Win 10 Pro",619.97,B09BD86887,0,-1,0,14,False,False,Intel,Windows,512,16
Shuttle Shut BarBo XH310R BK H310,252.99,B07NVS9Y2R,0,4.8,3,8,False,False,Shuttle,unknown,unknown,unknown
Intel Computing NUC5i3RYH Barebone PC,-1,B00S1IQHKK,0,4.3,207,-1,False,False,Intel,no OS,unknown,unknown
"WEIDIAN Core i9-11900(up to 5.20 GHz) Mini Desktop Computer, Pre-Installed Windows 11 Pro/10 Pro, DDR4 64GB RAM + 1TB NVME SSD, HDMI/RJ45 Gigabit Ethernet/4*USB3.0/4*USB2.0/1*Com. - Port/WIFI. 6/BT5.0",-1,B09L85WM62,0,5.0,3,-1,False,False,WEIDIAN,Windows,1024,64
"Mini PC Windows 10 Pro AWOW AK34 6GB DDR4 128GB SSD Micro Computer, Intel Celeron J3455 4K HD/2.4G+5G WiFi/Dual LAN/BT 4.2/HDMI*2",156.77,B082KR9KX5,10.00,4.1,297,8,False,False,Intel,Windows,128,46
"Intel NUC, NUC 11 Pro Windows 10 Pro Desktop Mini PC, Intel® Core i5-1135G7 4-Core, 2.4GHz-4.2GHz Turbo, 8-Thread, 8MB Cache, 16GB RAM, 256GB PCIe SSD, 28 W. Intelle. ® Iris™ Xe Graphics, NUC11PAHi5",749.99,B0B1MN8LXD,70.00,5.0,2,21,False,True,Intel,Windows,256,16
Intel NUC Pro Chassis Element CMCM2FBAV,353.53,B09494DDZ5,0,-1,0,15,False,False,Intel,unknown,unknown,unknown
Mini PC Intel NUC - Intel Core i5 - 8GB RAM - 250GB PCIe SSD - Windows 10 Pro,616.99,B088TV24RT,0,-1,0,14,False,False,Intel,Windows,250,8
"Intel NUC Mini PC Intel Core i3-10110U [10th Gen.] - 16GB RAM - 512GB SSD - HDMI, Thunderbolt, 3X USB 3.2 Type A, 2X USB 3.2 Type C, LAN - Win 10 Pro + G-Data Antivirus",555.00,B09BFL4L4G,0,-1,0,14,False,False,Intel,Windows,512,16
Intel Next Unit of Computing 12 Extreme Kit - NUC12DCMi9,"1,583.48",B0B2X39V3F,0,-1,0,32,False,False,Intel,unknown,unknown,unknown
"CHUWI Mini PC LarkBox X, AMD Ryzen™7 3750H Processor up to 4GHz, 8GB DDR4 256GB SSD Mini Desktop Computer with Windows 11 OS, HDMI, DP and Type-C Connection, RJ45-LAN, WiFi 6, BT5.2, M.2 Plug Space, USB 3. 1 x 4",399.00,B00OKAHH8O,30.00,4.3,254,8,False,True,Chuwi,Windows,256,8
"Mini PC, Intel Celeron processor, J4125 Quad Core CPU 8GB, LPDDR4/ 128 GB LPDDR4 eMMC , mini desktop computer with Windows 10, HDMI and DP Port, Dual Band WiFi 2.4+5.8G, BT 4.2, 4 x USB 3.0.",177.65,B089CSVKV8,0,4.4,264,8,False,False,Intel,Windows,unknown,
Kvx nuc Windows 10 01 Intel Boxnuc6cayh J3455 / 8GB RAM/HDD 240GB SSD 2.5kvx-nuc-10 J345,-1,B00877CS9O,0,-1,0,-1,False,False,Intel,Windows,240,8
"Silverstone Vital 4 Compact Intel® NUC Element H Case, Fully Modular 80 Plus Gold SFX Power Supply 700W Intel® NUC 9 Extreme Compute Element SST-VT04B",427.56,B09K76FHDZ,0,-1,0,3,False,False,Intel,unknown,unknown,unknown
"Mini PC I5-8279 Intel Core Mini PC W11 Pro with 16GB DDR4 500GB M.2 NVME SSD TRIGKEY S8 Mini Computer W11, Mini Desktop Gaming PC WiFi 5, Mini PC Gaming Suitable for Zoom, LOL, GTA Online",499.00,B09PNDV5MM,76.00,4.3,36,9,False,True,Intel,Windows,500,16
"Intel NUC 11 Essential Windows 11, Atlas Canyon Celeron N5105, 4 Cores, 4 Threads, 2.9 GHz, 4MB Level 3 Cache, 46W TDP, Intel UHD Graphics",309.99,B0B8HWXN8F,30.00,4.4,14,8,False,True,Intel,Windows,unknown,unknown
"Intel NUC, NUC 11 Pro Windows 10 Pro Desktop Mini PC, Intel® Core i5-1135G7 4-Core, 2.4GHz-4.2GHz Turbo, 8-Thread, 8MB Cache, 16GB RAM, 256GB PCIe SSD, 28 W. Intelle. ® Iris™ Xe Graphics, NUC11PAHi5",749.99,B0B1MN8LXD,70.00,5.0,2,21,False,True,Intel,Windows,256,16
Intel NUC Barebone BNUC11TNKI70000 NOcor,616.53,B091CQP7PX,0,4.8,7,9,False,False,Intel,no OS,unknown,unknown
"SilverStone SST-PT14-H1T1; Petit Intel NUC, Board D33217CK",29.83,B00GSAOEQW,0,4.7,63,14,False,False,Intel,unknown,unknown,unknown
Intel Barb NUC BNUC11TNHI70002,684.00,B08YFF62LT,0,-1,0,14,False,False,Intel,unknown,unknown,unknown
"Lenovo ThinkCentre neo 30a Intel Core i3 60.5 cm (23.8 inches) 1920 x 1080 pixels 8GB DDR4-SDRAM 512GB SSD All-in-One PC Windows 11 Pro Wi-Fi 6 (802.11ax) Black, multi-coloured. Coloured, 12B000CRGE",759.70,B0B8NRCP6F,0,3.0,2,9,False,False,Intel,Windows,512,8
"GEEKOM Mini IT8 i5-8279U (up to 4.1 GHz) Mini PC, Windows 11 Pro Mini PC, 16 GB DDR4 RAM 512 GB SSD Mini Desktop PC, Mini Computer 4K @ 60Hz | Supports 4 Displays | 2.4/5GWiFi | BT Home/B. Office small PC",499.99,B0B1DV81FY,70.00,4.6,157,21,False,True,GEEKOM,Windows,512,16
"Intel NUC Mini PC Intel Core i5-10210U [10th Gen.] - 8GB RAM - 256GB SSD - HDMI, Thunderbolt, 3X USB 3.2 Type A, 2X USB 3.2 Type C, LAN - Win 10 Pro",619.97,B09BD66Y8C,0,-1,0,14,False,False,Intel,Windows,256,8
"Intel NUC Baby Canyon NUC7I3BNHXF, BOXNUC7I3BNHXF",-1,B075VSBNQY,0,3.4,9,-1,False,False,Intel,unknown,unknown,unknown
"Intel NUC 7 Business Mini PC Desktop, Intel Pentium Silver J5005 Processor, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics 605, Wireless AC, HDMI, Windows 11 Enterprise, Black",-1,B09TTXXPTP,0,5.0,1,-1,False,False,Intel,Windows,512,16
ORDENADOR MINIPC NUC BKNUC8CCHKRN INTEL Barebone,244.77,B0921KT2PH,0,-1,0,10,False,False,Intel,no OS,unknown,unknown
"Beelink Mini PC Windows 10 T4 Pro Processor Apollo Lake N3350 (up to 2.4 GHz) 4GB LPDDR3+ 64GB EMMC Mini Computer Support Dual HDMI, Dual WiFi, BT 4.0, Gigabit Ethernet",159.00,B099F3Z8TH,40.00,3.9,29,8,False,False,Beelink,Windows,unknown,unknown
"Intel NUC, NUC 10 i5, Intel® Core™ i5-10210U Mini PC, NUC10i5FNHN Barebone, up to 4.2 GHz, 4 cores, 8 threads, no OS",529.99,B0B1MN8WX5,0,4.8,8,21,False,True,Intel,no OS,unknown,unknown
"Intel NUC 11 Pro NUC11TNKi3 Tiger Canyon Home &amp; Business Mini PC Mini Desktop Intel® Core™ 11th Generation i3-1115G4 Processor. Up to 4.1GHz Turbo, 2 Cores, 4 Threads() 8GB RAM. 256 GB SSD)",-1,B09X5Z4BYK,0,5.0,1,-1,False,False,Intel,unknown,256,8
"Mini PC Core i7 1165G7, Desktop Small Computer Windows 11, 16GB DDR4 RAM 500GB NVME SSD, Dual HDMI, Mini DP, Type-C Full Feature, 4K HTPC with Four Displays, AC WiFi, BT5.0, LAN, Office Home/G. Gaming",690.00,B09MDX57S5,0,5.0,7,21,False,False,unknown,Windows,500,16
Annadue Replacement Internal Fan for Intel NUC Kit NUC6i7KYK KSB0605HB 1323-00U9000 5V 4Pin CPU Cooler,42.81,B0B4SDZL42,0,-1,0,8,False,False,Intel,unknown,unknown,unknown
INTEL - NUC Wall Street Canyon NUC12WSHI50Z Barebone L6 NO Cord,614.51,B0BKQWV882,0,-1,0,15,False,False,Intel,no OS,unknown,unknown
"Mini PC I5-8279 Intel Core Mini PC W11 Pro with 16GB DDR4 500GB M.2 NVME SSD TRIGKEY S8 Mini Computer W11, Mini Desktop Gaming PC WiFi 5, Mini PC Gaming Suitable for Zoom, LOL, GTA Online",499.00,B09PNDV5MM,76.00,4.3,36,9,False,True,Intel,Windows,500,16
Intel NUC BXNUC10I5FNKN2 EUCord Barebone,447.42,B093Z4PVRK,0,3.0,1,14,False,False,Intel,no OS,unknown,unknown
Landalanya Replacement CPU Fan for Intel NUC NUC8 NUC8i7BEH NUC8i5BEH NUC8i3BEH Series BSC0805HA-00 D8008FN210613 5V 0.6A Fan,39.66,B09C4F6J76,0,4.8,6,-1,False,False,Intel,unknown,unknown,unknown
"Industry PC Core i7-5500U NUC Mini Desktop PC Fanless Mini PC, 2HDMI, 2LAN, 4USB3.0, 4USB2.0, 2RS232, WLAN, Bluetooth 4.0, 16GB RAM DDR3L, 512GB SSD+1TB HDD, Supports Windows 10 , Linux",741.30,B07S58ZHX4,0,3.8,14,27,False,False,unknown,Windows,512,16
"MINIS FORUM JB95 Mini PC, Intel Celeron Silver N5095 Processor Quad-Core CPU 8 GB / 128GB SSD Mini Desktop Computer with Windows 10, HDMI/DP/USB C Connector, USB 3.0×2, USB 3.1×2",239.00,B089CZ4QC6,34.00,4.2,358,8,False,True,Intel,Windows,128,unknown
"Intel NUC 11 Essential Windows 11, Atlas Canyon Celeron N5105, 4 Cores, 4 Threads, 2.9 GHz, 4MB Level 3 Cache, 46W TDP, Intel UHD Graphics",309.99,B0B8HWXN8F,30.00,4.4,14,8,False,True,Intel,Windows,unknown,unknown
"Intel NUC, NUC 10 i5, Intel® Core™ i5-10210U Mini PC, NUC10i5FNHN Barebone, up to 4.2 GHz, 4 cores, 8 threads, no OS",529.99,B0B1MN8WX5,0,4.8,8,21,False,True,Intel,no OS,unknown,unknown
"Fanless Mini PC, Industrial PC NUC Core i3 4005U with Windows 10 Pro Mini Desktop PC, 4GB RAM, 64GB SSD, 2*RS232-COM, LAN, HDMI, VGA, USB 3.0, Wi-Fi, BT4.0",349.65,B08H27XNVZ,0,5.0,3,27,False,False,unknown,Windows,64,4
"Beelink SEi 8279U - Mini PC with Windows 11 Pro, Intel i5-8279U, UHD 4K, RAM 8 GB DDR4, NVMe 500 GB SSD, SATA3 Slot, Wi-Fi AC, Gigabit Ethernet, Bluetooth 5.0, 2X HDMI, VESA, EUROPro. GUARANTEE",539.99,B0BGWTB2CD,0,-1,0,9,False,False,Intel,Windows,500,8
HP EliteDesk 800 G1 USDT Intel Core i5 256GB SSD Hard Drive 8GB Memory Win 10 Pro DVD Burner C8N28AV Ultra Slim PC Mini Computer (Refurbished),162.00,B07F1S9GXS,0,4.2,283,9,False,False,Intel,Windows,256,unknown
"Tarox ECO 44 Desktop PC (Intel Core i3 3217U, 1.8 GHz, 4 GB RAM, 128 GB SSD, Intel HD 4000, Win 8) Black, Fully Equipped Intel NUC System (Intel Next Unit of Computing)",563.35,B00BCHNPVG,0,4.0,1,-1,False,False,Intel,Windows,128,4
"Intel NUC, NUC 11 Pro Windows 10 Pro Desktop Mini PC, Intel® Core i5-1135G7 4-Core, 2.4GHz-4.2GHz Turbo, 8-Thread, 8MB Cache, 16GB RAM, 256GB PCIe SSD, 28 W. Intelle. ® Iris™ Xe Graphics, NUC11PAHi5",749.99,B0B1MN8LXD,70.00,5.0,2,21,False,True,Intel,Windows,256,16
"Mini PC Windows 11 Pro, MIPOWCAT Mini PC Core I5-8279U With 16GB DDR4 512GB M.2 2280 SSD, Iris Plus Graphics 655, HDMI USB-C VGA 4K@60Hz, WiFi6, BT5.0, fingerprint Unlock, M mini business computer",588.00,B09ZXRJ41S,200.00,4.6,31,9,False,False,Intel,Windows,512,16
Fujitsu Esprimo Q920 Core i5 8GB 128GB SSD Windows 10 Pro Mini-PC (Refurbished),169.00,B09GKND8XB,0,4.8,6,-1,False,False,Fujitsu,Windows,128,unknown
"MeLE Quieter3C Mini PC Fanless Celeron N5105 8GB 256GB Windows 11 Pro Micro Desktop Computer with Gigabit Ethernet, Full Function USB-C, WiFi 6, IPXE, HDMI2.0, DP 4K 3.2 2",359.99,B0B74KLMWQ,40.00,4.5,48,8,False,False,MeLE,Windows,unknown,unknown
"MINIX NEO J50C-8SE, 8GB/240GB Intel Celeron Mini PC with Windows 10 Pro (64-bit) [Dual-Band Wi-Fi/Gigabit Ethernet/4K @ 60Hz/Triple Display/USB-C/Auto Power On/Vesa Mount], Sold Directly by Minix.",329.90,B09B266PFW,0,4.4,23,8,False,False,Intel,Windows,unknown,unknown
"Intel NUC 11 Pro NUC11PAHi70Z Panther Canyon Lite Desktop Mini PC 11th Gen Intel® Core ™ i7-1165G7 Prozessor Bis zu 4,7 GHz Turbo,4 Core,8 Thread,12 MB Cache,28W,Win 11 Pro(16G RAM,1T SSD)",-1,B0BJK3L8CB,0,-1,0,-1,False,False,Intel,Windows,unknown,16
"CHUWI Mini PC LarkBox X, AMD Ryzen™7 3750H Processor up to 4GHz, 8GB DDR4 256GB SSD Mini Desktop Computer with Windows 11 OS, HDMI, DP and Type-C Connection, RJ45-LAN, WiFi 6, BT5.2, M.2 Plug Space, USB 3. 1 x 4",399.00,B00OKAHH8O,30.00,4.3,254,8,False,True,Chuwi,Windows,256,8
"STRHIGP Mini Desktop PC i7 11th Gen Windows 11 Pro Computer, 32GB RAM 1TB NVMe SSD, i7 1165G7 NUC (2.8GHz-4.7GHz) with Iris Xe Graphics, HDMI, DP, 6USB3.0, Micro Desktops PC, WiFiFi BT 4.2",-1,B09V6W7QHS,0,5.0,1,-1,False,False,STRHIGP,Windows,1024,32
Intel NUC Kit BOXNUC8I3BEK Bean Canyon UCFF,420.00,B07JW4X5TL,0,3.5,16,-1,False,False,Intel,unknown,unknown,unknown
"HSIPC New J4125 Quad Core Firewall Micro Appliance, Mini PC, Nano PC, Router PC with 8G RAM 128G SSD, 4 RJ45 2.5GBE Port AES-NI Compatible with Pfsense OPNsense",288.00,B09SG41H8D,0,4.4,23,8,False,False,unknown,unknown,unknown,8
Intel NUC Mini PC Intel Core i3-7100U 2x2.40GHz 32GB RAM 128GB SSD HDMI RJ-45 Mini DisplayPort Windows 10 Professional,555.00,B08B434886,0,-1,0,14,False,False,Intel,Windows,128,32
"Mini PC I3 Intel Core 8109U Mini PC with W11 Pro with 16GB DDR4 500GB SSD TRIGKEY Speed S Mini Computer Oficina W11 Pro, Dual HDMI 4K, WiFi 5, BT5.0, 4 x USB 3.0, Zoom, Ms Office. Netfilx",429.00,B09PNGVCVY,50.00,4.3,36,9,False,True,Intel,Windows,500,16
